Book Name,Author,Rating,Price,Description,Number of Reviews,Listening Minutes,Genres,Review_Group,Author_Book_Count,Author_Popularity_Group
Dead Beautiful,Yvonne Woon,4.5,836.0,"After Renee Winters discovers her parents lying dead in California’s Redwood Forest in what appears to be a strange double murder, her grandfather sends her off to Gottfried Academy in Maine, a remote and mysterious high school dedicated to philosophy, “crude sciences,” and Latin: the Language of the Dead. It’s here she meets Dante, a dark and elusive student to whom she feels inexplicably drawn.",37.0,,,Low,1,Low
"Raven’s Hart: Haven Hart Series, Book 7",Davidson King,5.0,586.0,"Haven Hart stands on the edge of good and evil. Having balance between the two is the only thing keeping the town from crumbling to the ground. For years, one man has been charged with maintaining that balance - Poe.",37.0,,,Low,1,Low
Patience and Sarah,Isabel Miller,4.6,668.0,,37.0,,,Low,1,Low
"Once upon a Thriller: Nancy Drew Diaries, Book 4",Carolyn Keene,4.5,305.0,,37.0,,,Low,4,Medium
Meditation and Mantras,Swami Vishnu-Devananda,4.4,836.0,"The modern lifestyle with its excesses and worldly desires, the constant need to be connected, and the rapid development in technology, has made stress and lifestyle-related diseases the norm. The need for meditation, thus, is more acute. Meditation calms the mind, brings focus and enhances the senses, resulting in a better quality of life and work. And with the right Mantras, meditation becomes a highly effective tool in unleashing the immense potential within oneself. ",37.0,,,Low,1,Low
Dreamers: How Young Indians Are Changing Their World,Snigdha Poonam,4.2,1005.0,Shortlisted for the 2018 Crossword Jury Award for Non Fiction,37.0,,,Low,1,Low
Just Do It: The Nike Spirit in the Corporate World,Donald Katz,4.0,0.0,"The protagonist of Just Do It is Phil Knight, a reclusive billionaire who started a two-man operation importing Japanese running shoes and built it into a $4 billion company. Irreverent, unpredictable, and leery of the sports establishment, Knight created the most muscular jock culture in business, a place where employees routinely took two hours at lunch to work out and then strategized late into the night in their holy war against competitors Reebok and Adidas. To outsiders, Nike was a cult. Insiders believed they were furthering the company's mission: to improve the performance of serious athletes. ",38.0,840.0,"['Popular Culture Studies', 'Biographies of Business Leaders', 'Biographies of Actors']",Low,1,Low
Ek Rahasya ka Khulasa - A Secret Revealed (Hindi Edition),Christopher C Doyle,3.7,233.0,The call disconnected. Vijay put his phone down and sat thinking. His mind spun. Who was this mysterious caller? He clearly had an urgent need to meet. So why wait for six months? His explanation didn’t make sense. What preparation did he have to do? And what was he going to reveal to Vijay when they did meet? There were too many questions that were unanswered. Six months from today this puzzle would unravel. He would have to wait. ,37.0,,,Low,1,Low
Ravindra Nath Tagore Ki Lokpriya Kahaniyan [Popular Stories of Ravindra Nath Tagore],Ravindra Nath,4.2,668.0,"This is a collection of stories written by the world famous writer Rabindranath Tagore. This collection includes stories such as Goongi, Prem ka Mulya and Nayi Roshini.",37.0,325.0,"['Fiction Short Stories', 'Short Stories (Books)']",Low,1,Low
"The Boston Consulting Group on Strategy: Classic Concepts and New Perspectives, 2nd Edition",Carl W. Stern - editor,4.0,1003.0,A collection of the best thinking from one of the most innovative management consulting firms in the world.... ,36.0,,,Low,1,Low
Capital City: Gentrification and the Real Estate State,Samuel Stein,4.4,469.0,"Our cities are changing. Around the world, more and more money is being invested in buildings and land. Real estate is now a $217 trillion-dollar industry, worth 36 times the value of all the gold ever mined. It forms 60 percent of global assets, and one of the most powerful people in the world - the president of the United States - made his name as a landlord and developer.  ",36.0,328.0,"['Political Theory', 'Textbooks & Study Guides']",Low,1,Low
